# WikiLean join fabric — Wikidata QID ↔ Mathlib declaration.
# Released CC0 (public domain). Source: wikilean.jackmccarthy.org
# tier: merged = @[wikidata] tag reviewed & merged into mathlib master;
#       mathlib-maintainer = from mathlib docs/1000.yaml; ai(-verified) = catalog mapping.
# Columns: qid\tdecl\tmodule\ttier\tlabel
Q11518	EuclideanGeometry.dist_sq_eq_dist_sq_add_dist_sq_iff_angle_eq_pi_div_two	Mathlib.Geometry.Euclidean.Angle.Unoriented.RightAngle	ai	Pythagorean theorem
Q11567	Complex	Mathlib.Data.Complex.Basic	merged	Complex number
Q12142	CoxeterMatrix.B	Mathlib.GroupTheory.Coxeter.Matrix	ai	Tesseract
Q12482	ZFSet	Mathlib.SetTheory.ZFC.Basic	ai	Set theory
Q12503	Int.instCommRing	Mathlib.Algebra.Ring.Int.Defs	ai	Integer
Q12507	Metric.sphere	Mathlib.Topology.MetricSpace.Pseudo.Defs	ai	Sphere
Q12510	torusMap	Mathlib.MeasureTheory.Integral.TorusIntegral	ai	Torus
Q12916	Real	Mathlib.Data.Real.Basic	merged	Real number
Q17278	EuclideanGeometry.Sphere	Mathlib.Geometry.Euclidean.Sphere.Basic	ai	Circle
Q17295	EuclideanSpace	Mathlib.Analysis.InnerProductSpace.PiL2	merged	Euclidean space
Q18848	Module	Mathlib.Algebra.Module.Defs	ai	Module (mathematics)
Q19033	MeasureTheory.average	Mathlib.MeasureTheory.Integral.Average	ai	Arithmetic mean
Q19821	Affine.Triangle	Mathlib.LinearAlgebra.AffineSpace.Simplex.Basic	ai	Triangle
Q21199	Nat	Mathlib.Data.Nat.Notation	ai	Natural number
Q26708	add_pow	Mathlib.Data.Nat.Choose.Sum	mathlib-maintainer	Binomial theorem
Q27628	Finsupp.linearCombination	Mathlib.LinearAlgebra.Finsupp.LinearCombination	ai	Linear combination
Q28474	eVariationOn	Mathlib.Topology.EMetricSpace.BoundedVariation	ai	Perimeter
Q29175	fderiv	Mathlib.Analysis.Calculus.FDeriv.Defs	ai	Derivative
Q31924	CovariantDerivative	Mathlib.Geometry.Manifold.VectorBundle.CovariantDerivative.Basic	ai	Connection (mathematics)
Q32043	AddCommMonoid	Mathlib.Algebra.Group.Defs	ai	Addition
Q33100	SimpleGraph.Walk.IsEulerian	Mathlib.Combinatorics.SimpleGraph.Trails	ai	Seven Bridges of Königsberg
Q33456	HPow.hPow	Init.Prelude	ai-verified	exponentiation
Q33456	Monoid.npow	Mathlib.Algebra.Group.Defs	ai	Exponentiation
Q33540	Filter.Tendsto	Mathlib.Order.Filter.Defs	ai	Limit of a function
Q33680	Real.Angle	Mathlib.Analysis.SpecialFunctions.Trigonometric.Angle	ai	Radian
Q34929	EuclideanSpace	Mathlib.Analysis.InnerProductSpace.PiL2	ai	Three-dimensional space
Q36161	Set	Mathlib.Data.Set.Defs	ai	Set (mathematics)
Q36810	Polygon	Mathlib.Geometry.Polygon.Basic	ai	Quadrilateral
Q37105	AffineMap.lineMap	Mathlib.LinearAlgebra.AffineSpace.AffineMap	ai-verified	line
Q37555	Polygon	Mathlib.Geometry.Polygon.Basic	ai	Polygon
Q40276	Mul	Mathlib.Algebra.Group.Defs	ai	Multiplication
Q40754	SubNegMonoid	Mathlib.Algebra.Group.Defs	ai	Subtraction
Q41118	EuclideanDomain.quotient	Mathlib.Algebra.EuclideanDomain.Defs	ai	Quotient
Q41237	RatFunc	Mathlib.FieldTheory.RatFunc.Defs	ai	Rational function
Q41299	quadratic_eq_zero_iff	Mathlib.Algebra.QuadraticDiscriminant	ai	Quadratic equation
Q41690	goldenRatio	Mathlib.NumberTheory.Real.GoldenRatio	ai	Golden ratio
Q42989	TopologicalSpace	Mathlib.Topology.Defs.Basic	ai	Topology
Q43260	Polynomial	Mathlib.Algebra.Polynomial.Basic	merged	Polynomial
Q44337	Matrix	Mathlib.LinearAlgebra.Matrix.Defs	merged	Matrix (mathematics)
Q44455	Sion.exists_isSaddlePointOn	Mathlib.Topology.Sion	ai	Game theory
Q44528	EuclideanSpace	Mathlib.Analysis.InnerProductSpace.PiL2	ai	Euclidean vector
Q45003	Real.negMulLog	Mathlib.Analysis.SpecialFunctions.Log.NegMulLog	ai	Entropy
Q45715	SimpleGraph.completeGraph	Mathlib.Combinatorics.SimpleGraph.Basic	merged	complete graph
Q45715	completeGraph	Mathlib.Combinatorics.SimpleGraph.Basic	merged	Complete graph
Q49008	Nat.Prime	Mathlib.Data.Nat.Prime.Defs	merged	Prime number
Q50695	discrim	Mathlib.Algebra.QuadraticDiscriminant	ai	Quadratic function
Q50698	Polynomial.IsRoot	Mathlib.Algebra.Polynomial.Eval.Defs	ai	Algebraic equation
Q50708	Dvd.dvd	Init.Prelude	ai-verified	divisor
Q50708	semigroupDvd	Mathlib.Algebra.Divisibility.Basic	ai	Divisor
Q53875	AffineSubspace.Parallel	Mathlib.LinearAlgebra.AffineSpace.AffineSubspace.Basic	merged	parallelism
Q62494	polarCoord	Mathlib.Analysis.SpecialFunctions.PolarCoord	ai	Polar coordinate system
Q62912	EuclideanSpace	Mathlib.Analysis.InnerProductSpace.PiL2	ai	Cartesian coordinate system
Q66055	IsFractionRing	Mathlib.RingTheory.Localization.FractionRing	ai	Fraction
Q80091	MeasureTheory.integral	Mathlib.MeasureTheory.Integral.Bochner.Basic	ai	Integral
Q80918	Nat.stirlingSecond	Mathlib.Combinatorics.Enumerative.Stirling	ai	Stirling number
Q81392	MeasureTheory.dimH	Mathlib.Topology.MetricSpace.HausdorffDimension	ai	Fractal
Q82435	Real.exp	Mathlib.Analysis.Complex.Exponential	ai	E (mathematical constant)
Q82571	Module	Mathlib.Algebra.Module.Defs	ai	Linear algebra
Q82828	Nat.digits	Mathlib.Data.Nat.Digits.Defs	ai	Hexadecimal
Q82990	Nat.digits	Mathlib.Data.Nat.Digits.Defs	ai	Numerical digit
Q83043	Polygon	Mathlib.Geometry.Polygon.Basic	ai	Hexagon
Q83478	Group	Mathlib.Algebra.Group.Defs	merged	Group (mathematics)
Q92552	IsGalois	Mathlib.FieldTheory.Galois.Basic	ai	Galois theory
Q93344	Real.sin	Mathlib.Analysis.Complex.Trigonometric	ai	Trigonometric functions
Q102761	GCDMonoid	Mathlib.Algebra.GCDMonoid.Basic	ai	Least common multiple
Q104752	IsCoprime	Mathlib.RingTheory.Coprime.Basic	merged	Coprime integers
Q104962	norm_add_sq_eq_norm_sq_add_norm_sq_of_inner_eq_zero	Mathlib.Analysis.InnerProductSpace.Basic	ai	Hypotenuse
Q107617	Orientation.rotation	Mathlib.Geometry.Euclidean.Angle.Oriented.Rotation	ai	Rotation
Q116301	Function.IsPeriodicPt	Mathlib.Dynamics.PeriodicPts.Defs	ai-verified	periodic point
Q117806	gammaMeasure	Mathlib.Probability.Distributions.Gamma	ai	Gamma distribution
Q120812	AbsoluteValue	Mathlib.Algebra.Order.AbsoluteValue.Basic	ai	Absolute value
Q120812	abs	Mathlib.Algebra.Order.Group.Unbundled.Abs	ai-verified	absolute value
Q120976	Nat.factorial	Mathlib.Data.Nat.Factorial.Basic	merged	Factorial
Q125977	Module	Mathlib.Algebra.Module.Defs	ai	Vector space
Q126017	Dist	Mathlib.Topology.MetricSpace.Pseudo.Defs	ai	Distance
Q126592	Function.Even	Mathlib.Algebra.Group.EvenFunction	ai	Even and odd functions
Q126736	Module	Mathlib.Algebra.Module.Defs	ai	Scalar multiplication
Q127840	Polygon	Mathlib.Geometry.Polygon.Basic	ai	Pentagon
Q130998	Setoid		ai	Equivalence relation
Q131030	LinearMap	Mathlib.Algebra.Module.LinearMap.Defs	ai	Operator (mathematics)
Q131187	ftaylorSeries	Mathlib.Analysis.Calculus.ContDiff.FTaylorSeries	ai-verified	Taylor series
Q131187	taylorWithinEval	Mathlib.Analysis.Calculus.Taylor	ai	Taylor series
Q131222	Real.binEntropy	Mathlib.Analysis.SpecialFunctions.BinaryEntropy	ai	Information theory
Q131251	tangentConeAt	Mathlib.Analysis.Calculus.TangentCone.Defs	ai	Tangent
Q131476	SimpleGraph	Mathlib.Combinatorics.SimpleGraph.Basic	ai	Graph theory
Q131752	GCDMonoid	Mathlib.Algebra.GCDMonoid.Basic	ai	Greatest common divisor
Q132427	LipschitzOnWith.ae_differentiableWithinAt	Mathlib.Analysis.Calculus.Rademacher	mathlib-maintainer	Rademacher's theorem
Q132469	FermatLastTheorem	Mathlib.NumberTheory.FLT.Basic	ai	Fermat's Last Theorem
Q133250	Stream'	Mathlib.Data.Stream.Defs	ai	Sequence
Q133871	gaussianReal	Mathlib.Probability.Distributions.Gaussian.Real	merged	Normal distribution
Q134164	runSimplexAlgorithm	Mathlib.Tactic.Linarith.Oracle.SimplexAlgorithm.SimplexAlgorithm	ai	Simplex algorithm
Q134237	Real.sqrt	Mathlib.Data.Real.Sqrt	ai	Square root
Q134787	EuclideanSpace	Mathlib.Analysis.InnerProductSpace.PiL2	ai	Analytic geometry
Q137164	Besicovitch.exists_disjoint_closedBall_covering_ae	Mathlib.MeasureTheory.Covering.Besicovitch	mathlib-maintainer	Besicovitch covering theorem
Q140744	ArithmeticFunction	Mathlib.NumberTheory.ArithmeticFunction.Defs	ai	Arithmetic function
Q141488	SimpleGraph	Mathlib.Combinatorics.SimpleGraph.Basic	merged	Graph (discrete mathematics)
Q141495	IsMinOn	Mathlib.Order.Filter.Extr	ai	Mathematical optimization
Q147978	PrimeSpectrum.zariskiTopology	Mathlib.RingTheory.Spectrum.Prime.Topology	ai	Zariski topology
Q149972	integral_deriv_eq_sub	Mathlib.MeasureTheory.Integral.IntervalIntegral.FundThmCalculus	ai	Calculus
Q149999	deriv	Mathlib.Analysis.Calculus.Deriv.Basic	ai	Differential calculus
Q158688	dist_sq_eq_dist_sq_add_dist_sq_iff_angle_eq_pi_div_two	Mathlib.Geometry.Euclidean.Angle.Unoriented.RightAngle	ai	Right triangle
Q159375	ProbabilityTheory.variance	Mathlib.Probability.Moments.Variance	ai	Standard deviation
Q160003	Affine.Simplex	Mathlib.LinearAlgebra.AffineSpace.Simplex.Basic	ai	Tetrahedron
Q161172	Ring	Mathlib.Algebra.Ring.Defs	merged	Ring (mathematics)
Q161519	Equiv.Perm	Mathlib.Logic.Equiv.Defs	ai	Permutation
Q161973	Path	Mathlib.Topology.Path	ai	Curve
Q162886	EuclideanSpace	Mathlib.Analysis.InnerProductSpace.PiL2	ai	Euclidean geometry
Q163310	Turing.TM0.Machine	Mathlib.Computability.TuringMachine.PostTuringMachine	ai	Turing machine
Q163875	Cardinal	Mathlib.SetTheory.Cardinal.Defs	merged	Cardinal number
Q164321	law_cos	Mathlib.Geometry.Euclidean.Triangle	ai	Law of cosines
Q165474	CommMagma	Mathlib.Algebra.Group.Defs	ai	Commutative property
Q166154	segment	Mathlib.Analysis.Convex.Segment	ai-verified	line segment
Q166314	coverEntropy	Mathlib.Dynamics.TopologicalEntropy.CoverEntropy	ai	Chaos theory
Q168698	Real.exp	Mathlib.Analysis.Complex.Exponential	merged	Exponential function
Q168817	IsAlgebraic	Mathlib.RingTheory.Algebraic.Defs	ai	Algebraic number
Q170043	Nat.Perfect	Mathlib.NumberTheory.Divisors	ai	Perfect number
Q170058	Continuous	Mathlib.Topology.Defs.Basic	merged	Continuous function
Q170181	sin_angle_mul_dist_eq_sin_angle_mul_dist	Mathlib.Geometry.Euclidean.Triangle	ai	Law of sines
Q170198	HasSum	Mathlib.Topology.Algebra.InfiniteSum.Defs	ai	Series (mathematics)
Q172298	Submodule.isPrimary_decomposition_pairwise_ne_radical	Mathlib.RingTheory.Lasker	mathlib-maintainer	Lasker–Noether theorem
Q173091	Transcendental	Mathlib.RingTheory.Algebraic.Defs	ai	Transcendental number
Q173183	BooleanAlgebra	Mathlib.Order.BooleanAlgebra.Defs	ai	Boolean algebra
Q173523	geom_sum_eq	Mathlib.Algebra.Field.GeomSum	ai	Geometric progression
Q173582	gradient	Mathlib.Analysis.Calculus.Gradient.Basic	ai	Gradient
Q173740	Set.prod	Mathlib.Data.Set.Operations	ai-verified	Cartesian product
Q173817	EuclideanGeometry.Sphere.radius	Mathlib.Geometry.Euclidean.Sphere.Basic	ai	Radius
Q173853	Quaternion	Mathlib.Algebra.Quaternion	ai	Quaternion
Q174733	SimpleGraph.IsBipartite	Mathlib.Combinatorics.SimpleGraph.Bipartite	ai	Bipartite graph
Q175199	ProbabilityTheory.variance	Mathlib.Probability.Moments.Variance	merged	Variance
Q176623	Measurable	Mathlib.MeasureTheory.MeasurableSpace.Defs	ai	Random variable
Q176640	IsProbabilityMeasure	Mathlib.MeasureTheory.Measure.Typeclasses.Probability	ai	Randomness
Q176645	ProbabilityTheory.trajMeasure	Mathlib.Probability.Kernel.IonescuTulcea.Traj	ai	Markov chain
Q176737	MeasureTheory.Filtration	Mathlib.Probability.Process.Filtration	ai	Stochastic process
Q176786	HeytingAlgebra	Mathlib.Order.Heyting.Basic	ai	Intuitionistic logic
Q177239	Filter.Tendsto	Mathlib.Order.Filter.Defs	ai	Limit (mathematics)
Q177251	Semigroup	Mathlib.Algebra.Group.Defs	ai	Associative property
Q177409	Projectivization	Mathlib.LinearAlgebra.Projectivization.Basic	ai	Projective geometry
Q177646	Set.Subset	Mathlib.Data.Set.Defs	ai	Subset
Q178192	crossProduct	Mathlib.LinearAlgebra.CrossProduct	ai	Cross product
Q178377	Nat.le_induction	Mathlib.Data.Nat.Init	ai	Mathematical induction
Q178546	Matrix.det	Mathlib.LinearAlgebra.Matrix.Determinant.Basic	merged	Determinant
Q179208	Equiv.Perm.subgroupOfMulAction	Mathlib.GroupTheory.Perm.Subgroup	merged	Cayley's theorem
Q179436	Asymptotics.IsEquivalent	Mathlib.Analysis.Asymptotics.Defs	ai	Asymptote
Q179467	fourierCoeff	Mathlib.Analysis.Fourier.AddCircle	ai	Fourier series
Q179692	Classical.axiomOfChoice	Mathlib.Logic.Basic	ai	Axiom of choice
Q179899	TopologicalSpace	Mathlib.Topology.Defs.Basic	ai	Topological space
Q180345	num_dvd_of_is_root	Mathlib.RingTheory.Polynomial.RationalRoot	mathlib-maintainer	Rational root theorem
Q180907	Function.Bijective	Mathlib.Logic.Function.Defs	ai	Bijection
Q180953	MetricSpace	Mathlib.Topology.MetricSpace.Defs	merged	Metric space
Q180969	AlgebraicGeometry.Scheme	Mathlib.AlgebraicGeometry.Scheme	ai	Algebraic geometry
Q181296	CommGroup	Mathlib.Algebra.Group.Defs	merged	Abelian group
Q181365	Matrix.dotProduct	Mathlib.Data.Matrix.Mul	ai	Dot product
Q182505	ProbabilityTheory.cond_eq_inv_mul_cond_mul	Mathlib.Probability.ConditionalProbability	ai	Bayes' theorem
Q182598	Set.graphOn	Mathlib.Data.Set.Operations	ai	Graph of a function
Q184743	Function.Periodic	Mathlib.Algebra.Ring.Periodic	merged	periodic function
Q184871	Complex.exp_mul_I	Mathlib.Analysis.Complex.Trigonometric	ai	Euler's formula
Q185148	Set.Icc	Mathlib.Order.Interval.Set.Defs	ai	Interval (mathematics)
Q185547	ProbabilityTheory.binomial	Mathlib.Probability.Distributions.Binomial	ai	Binomial distribution
Q185837	Set.inter	Mathlib.Data.Set.Defs	ai	Intersection (set theory)
Q186247	TangentBundle	Mathlib.Geometry.Manifold.IsManifold.Basic	ai	Vector field
Q186290	covariance	Mathlib.Probability.Moments.Covariance	ai	Correlation
Q186475	MvPolynomial.pderiv	Mathlib.Algebra.MvPolynomial.PDeriv	ai-verified	partial derivative
Q187235	riemannZeta	Mathlib.NumberTheory.LSeries.RiemannZeta	merged	Riemann zeta function
Q187631	Lagrange.interpolate	Mathlib.LinearAlgebra.Lagrange	ai	Interpolation
Q187959	Distrib	Mathlib.Algebra.Ring.Defs	ai	Distributive property
Q188211	IsInvariant	Mathlib.Dynamics.Flow	ai	Invariant (mathematics)
Q188276	Finset.exists_ne_map_eq_of_card_lt_of_maps_to	Mathlib.Data.Finset.Card	ai	Pigeonhole principle
Q188295	ZMod.pow_card	Mathlib.FieldTheory.Finite.Basic	ai	Fermat's little theorem
Q188444	IsManifold	Mathlib.Geometry.Manifold.IsManifold.Basic	ai	Differential geometry
Q188524	TensorProduct	Mathlib.LinearAlgebra.TensorProduct.Defs	ai	Tensor
Q189000	MeasureTheory.integral_divergence_of_hasFDerivAt_off_countable	Mathlib.MeasureTheory.Integral.DivergenceTheorem	ai	Divergence
Q189112	Iso	Mathlib.CategoryTheory.Iso	merged	Isomorphism
Q189136	exists_deriv_eq_slope	Mathlib.Analysis.Calculus.Deriv.MeanValue	merged	Mean value theorem
Q189569	Basis	Mathlib.LinearAlgebra.Basis.Defs	merged	Basis (linear algebra)
Q190026	Nat.totient	Mathlib.Data.Nat.Totient	ai	Euler's totient function
Q190056	InnerProductSpace	Mathlib.Analysis.InnerProductSpace.Defs	ai	Hilbert space
Q190109	Field	Mathlib.Algebra.Field.Defs	ai	Field (mathematics)
Q190391	ProbabilityTheory.tendstoInDistribution_inv_sqrt_mul_sum_sub	Mathlib.Probability.CentralLimitTheorem	merged	central limit theorem
Q190391	tendstoInDistribution_inv_sqrt_mul_sum_sub	Mathlib.Probability.CentralLimitTheorem	merged	Central limit theorem
Q190524	Module.End.HasEigenvalue	Mathlib.LinearAlgebra.Eigenspace.Basic	ai	Eigenvalues and eigenvectors
Q190546	norm_inner_le_norm	Mathlib.Analysis.InnerProductSpace.Basic	merged	Cauchy–Schwarz inequality
Q190549	NormedSpace	Mathlib.Analysis.Normed.Module.Basic	ai	Functional analysis
Q190556	cos_add_sin_mul_I_pow	Mathlib.Analysis.Complex.Trigonometric	ai	De Moivre's formula
Q190557	deriv.lhopital_zero_nhds	Mathlib.Analysis.Calculus.LHopital	ai	L'Hôpital's rule
Q190573	Complex.Gamma	Mathlib.Analysis.SpecialFunctions.Gamma.Basic	ai	Gamma function
Q191693	MeasureTheory.Measure.haveLebesgueDecomposition_of_sigmaFinite	Mathlib.MeasureTheory.Measure.Decomposition.Lebesgue	mathlib-maintainer	Lebesgue's decomposition theorem
Q191780	Ordinal	Mathlib.SetTheory.Ordinal.Basic	merged	Ordinal number
Q191849	ZFSet	Mathlib.SetTheory.ZFC.Basic	ai	Zermelo–Fraenkel set theory
Q191853	ZFSet	Mathlib.SetTheory.ZFC.Basic	ai	Zermelo set theory
Q191884	Function.invFun	Mathlib.Logic.Function.Basic	ai	Inverse function
Q192161	Language	Mathlib.Computability.Language	ai	Formal language
Q192487	discrim	Mathlib.Algebra.QuadraticDiscriminant	ai	Discriminant
Q192760	Complex.exists_root	Mathlib.Analysis.Complex.Polynomial.Basic	merged	Fundamental theorem of algebra
Q192826	Matrix.one_apply	Mathlib.Data.Matrix.Diagonal	ai	Kronecker delta
Q193286	exists_deriv_eq_zero	Mathlib.Analysis.Calculus.LocalExtr.Rolle	merged	Rolle's theorem
Q193657	Convex	Mathlib.Analysis.Convex.Basic	ai	Convex set
Q193756	AnalyticOnNhd	Mathlib.Analysis.Analytic.Basic	ai	Complex analysis
Q193796	Complex.I	Mathlib.Data.Complex.Basic	ai	Imaginary unit
Q193878	Ideal.quotientInfRingEquivPiQuotient	Mathlib.RingTheory.Ideal.Quotient.Operations	merged	Chinese remainder theorem
Q193910	Nat.ModEq.pow_totient	Mathlib.FieldTheory.Finite.Basic	ai	Euler's theorem
Q194324	hyperoperation	Mathlib.Data.Nat.Hyperoperation	ai	Tetration
Q194397	NormedSpace	Mathlib.Analysis.Normed.Module.Basic	ai	Banach space
Q200125	MeasureTheory.integral	Mathlib.MeasureTheory.Integral.Bochner.Basic	ai-verified	expectation
Q200227	AddGroup	Mathlib.Algebra.Group.Defs	ai	Negative number
Q200694	Mathlib.Tactic.ITauto.IProp	Mathlib.Tactic.ITauto	ai	Propositional logic
Q200802	gradient	Mathlib.Analysis.Calculus.Gradient.Basic	ai	Vector calculus
Q201984	ProbabilityTheory.covariance	Mathlib.Probability.Moments.Covariance	ai	Covariance
Q202785	MeasureTheory.average	Mathlib.MeasureTheory.Integral.Average	ai	Average
Q202805	Nat.choose	Mathlib.Data.Nat.Choose.Basic	ai	Combination
Q202906	Homeomorph	Mathlib.Topology.Homeomorph.Defs	ai	Homeomorphism
Q203066	Rel	Mathlib.Data.Rel	ai	Finitary relation
Q203425	Circle	Mathlib.Analysis.Complex.Circle	ai-verified	unit circle
Q203484	InnerProductSpace.laplacianWithin	Mathlib.Analysis.InnerProductSpace.Laplacian	merged	Laplace operator
Q203565	Cubic	Mathlib.Algebra.CubicDiscriminant	ai	Cubic equation
Q203586	SimplyConnectedSpace.nonempty_homeomorph_sphere_three	Mathlib.Geometry.Manifold.PoincareConjecture	ai	Poincaré conjecture
Q203920	ChartedSpace	Mathlib.Geometry.Manifold.ChartedSpace	ai	Manifold
Q204034	Real.sinh	Mathlib.Analysis.Complex.Trigonometric	ai	Hyperbolic functions
Q204037	Real.log	Mathlib.Analysis.SpecialFunctions.Log.Basic	ai	Natural logarithm
Q204570	Real.negMulLog	Mathlib.Analysis.SpecialFunctions.Log.NegMulLog	ai	Entropy (information theory)
Q204819	Complex.exp_pi_mul_I	Mathlib.Analysis.SpecialFunctions.Trigonometric.Basic	ai	Euler's identity
Q205084	TM2ComputableInPolyTime	Mathlib.Computability.TuringMachine.Computable	ai	Computational complexity theory
Q205140	Set.Infinite	Mathlib.Data.Finite.Defs	ai-verified	infinite set
Q205170	Set.powerset	Mathlib.Data.Set.Defs	ai	Power set
Q205243	ArithmeticFunction.moebius	Mathlib.NumberTheory.ArithmeticFunction.Moebius	ai	Möbius function
Q205692	poissonMeasure	Mathlib.Probability.Distributions.Poisson.Basic	merged	Poisson distribution
Q205966	RiemannHypothesis	Mathlib.NumberTheory.LSeries.RiemannZeta	merged	Riemann hypothesis
Q206793	Nat.Prime.dvd_mul	Mathlib.Data.Nat.Prime.Defs	ai	Euclid's lemma
Q206816	SimpContFract	Mathlib.Algebra.ContinuedFractions.Basic	ai	Simple continued fraction
Q206925	PowerSeries	Mathlib.RingTheory.PowerSeries.Basic	ai	Power series
Q207455	HasFDerivAt.comp	Mathlib.Analysis.Calculus.FDeriv.Comp	ai	Chain rule
Q207522	MeasureTheory.pdf	Mathlib.Probability.Density	ai	Probability density function
Q207643	LinearMap	Mathlib.Algebra.Module.LinearMap.Defs	ai	Linear map
Q207952	ProbabilityTheory.strong_law_ae	Mathlib.Probability.StrongLaw	ai	Law of large numbers
Q208216	dist_triangle	Mathlib.Topology.MetricSpace.Pseudo.Defs	ai	Triangle inequality
Q208225	PythagoreanTriple	Mathlib.NumberTheory.PythagoreanTriples	ai	Pythagorean triple
Q208237	Monoid	Mathlib.Algebra.Group.Defs	ai	Monoid
Q208416	Cardinal.continuum	Mathlib.SetTheory.Cardinal.Continuum	ai	Continuum hypothesis
Q209306	UpperHalfPlane	Mathlib.Analysis.Complex.UpperHalfPlane.Basic	ai	Hyperbolic geometry
Q209675	Distribution.delta	Mathlib.Analysis.Distribution.Distribution	merged	Dirac delta function
Q210857	MeasureTheory.convolution	Mathlib.Analysis.Convolution	ai	Convolution
Q212803	FundamentalGroup	Mathlib.AlgebraicTopology.FundamentalGroupoid.FundamentalGroup	ai	Algebraic topology
Q213363	IsOpen	Mathlib.Topology.Defs.Basic	merged	Open set
Q213603	Affine.Triangle.prod_dist_div_dist_eq_one_of_mem_line_of_mem_line	Mathlib.Analysis.Normed.Affine.Ceva	mathlib-maintainer	Ceva's theorem
Q214159	InnerProductSpace	Mathlib.Analysis.InnerProductSpace.Defs	merged	inner product space
Q214856	DiscreteTiling.PlacedTile	Mathlib.Combinatorics.Tiling.Tile	ai	Tessellation
Q215067	Submodule.orthogonal	Mathlib.Analysis.InnerProductSpace.Orthogonal	ai	Orthogonality
Q215084	AnalyticAt	Mathlib.Analysis.Analytic.Basic	ai	Analytic function
Q215111	MonoidHom	Mathlib.Algebra.Group.Hom.Defs	ai	Homomorphism
Q215193	Int.floor	Mathlib.Algebra.Order.Floor.Defs	ai	Floor and ceiling functions
Q217357	MeasurableSpace	Mathlib.MeasureTheory.MeasurableSpace.Defs	ai	Σ-algebra
Q217413	Category	Mathlib.CategoryTheory.Category.Basic	ai	Category theory
Q217847	CauchySeq	Mathlib.Topology.UniformSpace.Cauchy	ai	Cauchy sequence
Q218005	Finset.sum	Mathlib.Algebra.BigOperators.Group.Finset.Defs	ai	Summation
Q220680	ContractingWith.exists_fixedPoint	Mathlib.Topology.MetricSpace.Contracting	merged	Banach fixed-point theorem
Q225869	PolishSpace	Mathlib.Topology.MetricSpace.Polish	ai	Descriptive set theory
Q226183	Set.instEmptyCollection	Mathlib.Data.Set.Defs	ai	Empty set
Q229102	Function.Surjective	Mathlib.Logic.Function.Defs	ai	Surjective function
Q230848	EuclideanDomain.gcd	Mathlib.Algebra.EuclideanDomain.Defs	ai	Euclidean algorithm
Q230967	Even	Mathlib.Algebra.Group.Even	ai	Parity (mathematics)
Q233858	UpperHalfPlane.instMetricSpace	Mathlib.Analysis.Complex.UpperHalfPlane.Metric	ai	Non-Euclidean geometry
Q237193	ProbabilityTheory.expMeasure	Mathlib.Probability.Distributions.Exponential	merged	exponential distribution
Q237193	expMeasure	Mathlib.Probability.Distributions.Exponential	merged	Exponential distribution
Q238125	EuclideanSpace	Mathlib.Analysis.InnerProductSpace.PiL2	ai	Four-dimensional space
Q242188	Matrix.inv	Mathlib.LinearAlgebra.Matrix.NonsingularInverse	ai	Invertible matrix
Q244761	Function.comp_assoc	Mathlib.Logic.Function.Defs	ai	Function composition
Q245098	intermediate_value_Icc	Mathlib.Topology.Order.IntermediateValue	merged	Intermediate value theorem
Q245462	IsCyclic	Mathlib.Algebra.Group.Defs	merged	Cyclic group
